Date,Open,High,Low,Close
2024-09-04,55.03,56.21,51.24,54.97
2024-09-05,53.99,54.64,51.4,52.24
2024-09-06,51.34,58.58,50.7,56.11
2024-09-09,54.98,55.55,51.945,52.45
2024-09-10,51.95,54.91,51.4,51.52
2024-09-11,50.77,55.705,49.29,49.33
2024-09-12,49.85,51.02,48.88,48.94
2024-09-13,49.2,49.37,47.71,48.79
2024-09-16,49.07,50.45,48.96,49.24
2024-09-17,49.15,51.07,48.7,50.3
2024-09-18,50.1,50.931,47.56,49.88
2024-09-19,47.97,48.73,47.35,47.72
2024-09-20,48.06,48.25,46.93,47.43
2024-09-23,47.06,48.15,46.63,47.73
2024-09-24,47.45,49.358,47.145,47.76
2024-09-25,48.03,48.59,47.44,48.41
2024-09-26,48.15,48.95,48.0,48.48
2024-09-27,48.4,50.768,48.34,50.73
2024-09-30,51.0,52.17,49.53,49.6
2024-10-01,49.5,54.06,49.5,53.43
2024-10-02,53.53,55.12,52.39,52.71
2024-10-03,53.9,55.4,53.01,55.09
2024-10-04,53.89,54.753,52.72,53.0
2024-10-07,53.97,58.16,53.85,57.72
2024-10-08,55.68,56.36,54.675,55.39
2024-10-09,55.0,55.28,53.72,54.03
2024-10-10,54.28,55.45,54.185,54.71
2024-10-11,54.81,54.9,53.63,54.07
2024-10-14,53.31,53.52,51.59,52.15
2024-10-15,51.23,54.075,50.86,53.85
2024-10-16,53.72,54.61,52.97,53.33
2024-10-17,52.81,53.5,52.34,52.45
2024-10-18,52.09,52.39,51.14,51.21
2024-10-21,51.6,52.71,51.09,51.35
2024-10-22,52.04,52.57,50.81,51.15
2024-10-23,51.75,55.09,51.61,53.72
2024-10-24,52.53,55.25,52.465,52.81
2024-10-25,52.19,55.39,51.72,55.29
2024-10-28,53.06,53.38,52.01,52.71
2024-10-29,52.84,53.25,51.71,52.48
2024-10-30,52.95,53.92,52.12,53.76
2024-10-31,55.21,58.0,55.1,57.87
2024-11-01,56.31,57.05,54.96,56.85
2024-11-04,56.37,56.71,54.15,54.47
2024-11-05,53.69,53.69,51.41,51.55
2024-11-06,46.0,48.49,46.0,46.74
2024-11-07,45.74,45.74,44.84,45.09
2024-11-08,45.03,45.61,44.57,44.77
2024-11-11,44.37,44.75,43.92,44.65
2024-11-12,44.92,45.73,44.36,44.52
2024-11-13,44.24,44.78,43.35,43.535
